customer_id,sex,is_married,event_time,age_18-29,age_30-39,age_40-49,age_50-59,age_60-69,age_70-plus,n_days_active
C2338,0,0,2024-07-04T22:32:36.091Z,True,False,False,False,False,False,0.8082191780821919
C2339,1,0,2024-07-04T22:32:36.092Z,False,False,False,False,False,True,0.4287671232876713
C2340,0,1,2024-07-04T22:32:36.094Z,False,True,False,False,False,False,0.5458904109589042
C2341,1,1,2024-07-04T22:32:36.095Z,False,False,True,False,False,False,0.46986301369863015
C2342,1,1,2024-07-04T22:32:36.096Z,False,False,True,False,False,False,0.8945205479452056
C2343,1,0,2024-07-04T22:32:36.098Z,False,True,False,False,False,False,0.5205479452054795
C2344,0,1,2024-07-04T22:32:36.099Z,False,False,False,True,False,False,0.041780821917808186
C2345,0,0,2024-07-04T22:32:36.101Z,False,False,True,False,False,False,0.7780821917808218
C2346,0,0,2024-07-04T22:32:36.102Z,False,False,True,False,False,False,0.3726027397260274
C2347,0,1,2024-07-04T22:32:36.104Z,True,False,False,False,False,False,0.4924657534246575
C2348,0,1,2024-07-04T22:32:36.105Z,False,False,False,False,False,True,0.8684931506849316
C2349,0,0,2024-07-04T22:32:36.106Z,False,False,False,True,False,False,0.9993150684931509
C2350,1,1,2024-07-04T22:32:36.108Z,True,False,False,False,False,False,0.7082191780821918
C2351,1,0,2024-07-04T22:32:36.109Z,True,False,False,False,False,False,0.8095890410958904
C2352,1,1,2024-07-04T22:32:36.111Z,False,False,True,False,False,False,0.40958904109589045
C2353,0,1,2024-07-04T22:32:36.112Z,False,False,False,False,False,True,0.3609589041095891
C2354,1,0,2024-07-04T22:32:36.114Z,False,True,False,False,False,False,0.18013698630136976
C2355,1,1,2024-07-04T22:32:36.115Z,False,False,False,True,False,False,0.7157534246575343
C2356,1,1,2024-07-04T22:32:36.117Z,True,False,False,False,False,False,0.6130136986301371
C2357,0,1,2024-07-04T22:32:36.118Z,False,True,False,False,False,False,0.22876712328767135
C2358,1,0,2024-07-04T22:32:36.119Z,False,False,False,True,False,False,0.9212328767123288
C2359,1,1,2024-07-04T22:32:36.121Z,False,True,False,False,False,False,0.8561643835616439
C2360,1,1,2024-07-04T22:32:36.122Z,False,False,True,False,False,False,0.9321917808219178
C2361,1,1,2024-07-04T22:32:36.123Z,False,False,False,False,False,True,0.9746575342465755
C2362,0,1,2024-07-04T22:32:36.124Z,False,False,False,False,False,True,0.7513698630136987
C2363,1,0,2024-07-04T22:32:36.126Z,False,False,False,False,False,True,0.46780821917808213
C2364,1,0,2024-07-04T22:32:36.127Z,False,False,True,False,False,False,0.5732876712328767
C2365,0,0,2024-07-04T22:32:36.128Z,False,False,False,False,False,True,0.8780821917808219
C2366,0,0,2024-07-04T22:32:36.130Z,True,False,False,False,False,False,0.46095890410958895
C2367,1,1,2024-07-04T22:32:36.131Z,True,False,False,False,False,False,0.6712328767123288
C2368,1,0,2024-07-04T22:32:36.132Z,False,False,False,False,False,True,0.8650684931506849
C2369,0,1,2024-07-04T22:32:36.134Z,False,False,False,False,True,False,0.07397260273972606
C2370,1,1,2024-07-04T22:32:36.136Z,False,False,False,False,True,False,0.24794520547945198
C2371,1,0,2024-07-04T22:32:36.137Z,False,True,False,False,False,False,0.020547945205479534
C2372,0,1,2024-07-04T22:32:36.139Z,True,False,False,False,False,False,0.2061643835616438
C2373,0,0,2024-07-04T22:32:36.140Z,False,False,True,False,False,False,0.6568493150684931
C2374,0,1,2024-07-04T22:32:36.142Z,False,False,False,False,False,True,0.0801369863013699
C2375,1,1,2024-07-04T22:32:36.143Z,False,False,False,False,False,True,0.8999999999999999
C2376,0,1,2024-07-04T22:32:36.145Z,True,False,False,False,False,False,0.1568493150684931
C2377,1,1,2024-07-04T22:32:36.146Z,False,False,False,False,True,False,0.005479452054794498
C2378,1,1,2024-07-04T22:32:36.148Z,False,False,True,False,False,False,0.14109589041095894
C2379,0,1,2024-07-04T22:32:36.149Z,False,False,True,False,False,False,0.9328767123287673
C2380,0,1,2024-07-04T22:32:36.150Z,False,False,True,False,False,False,0.8616438356164384
C2381,1,1,2024-07-04T22:32:36.152Z,False,True,False,False,False,False,0.6116438356164384
C2382,0,0,2024-07-04T22:32:36.153Z,False,True,False,False,False,False,0.7164383561643837
C2383,1,0,2024-07-04T22:32:36.155Z,False,False,False,False,False,True,0.5897260273972602
C2384,0,0,2024-07-04T22:32:36.156Z,False,True,False,False,False,False,0.9445205479452055
C2385,1,1,2024-07-04T22:32:36.157Z,False,False,False,False,True,False,0.017808219178082174
C2386,1,1,2024-07-04T22:32:36.158Z,False,False,False,True,False,False,0.5808219178082192
C2387,0,0,2024-07-04T22:32:36.160Z,False,False,False,False,True,False,0.8191780821917809
C2388,1,0,2024-07-04T22:32:36.161Z,True,False,False,False,False,False,0.16506849315068495
C2389,1,1,2024-07-04T22:32:36.162Z,False,True,False,False,False,False,0.1643835616438356
C2390,0,1,2024-07-04T22:32:36.163Z,False,False,False,False,False,False,0.19726027397260282
C2391,0,0,2024-07-04T22:32:36.165Z,False,False,False,False,True,False,0.14246575342465762
C2392,1,0,2024-07-04T22:32:36.166Z,False,False,False,False,False,True,0.9308219178082191
C2393,1,0,2024-07-04T22:32:36.167Z,True,False,False,False,False,False,0.2904109589041095
C2394,0,1,2024-07-04T22:32:36.169Z,False,False,True,False,False,False,0.3794520547945206
C2395,0,1,2024-07-04T22:32:36.170Z,False,False,False,True,False,False,0.491095890410959
C2396,0,0,2024-07-04T22:32:36.171Z,False,False,False,True,False,False,0.7773972602739727
C2397,1,0,2024-07-04T22:32:36.173Z,False,True,False,False,False,False,0.6082191780821917
C2398,0,0,2024-07-04T22:32:36.174Z,False,True,False,False,False,False,0.7191780821917808
C2399,0,1,2024-07-04T22:32:36.175Z,False,True,False,False,False,False,0.497945205479452
C2400,1,0,2024-07-04T22:32:36.176Z,False,False,False,False,False,True,0.9643835616438357
C2401,0,0,2024-07-04T22:32:36.177Z,False,False,False,True,False,False,0.42260273972602747
C2402,1,1,2024-07-04T22:32:36.179Z,False,False,False,False,False,True,0.9116438356164385
C2403,1,1,2024-07-04T22:32:36.180Z,False,False,True,False,False,False,0.945205479452055
C2404,0,1,2024-07-04T22:32:36.181Z,False,False,False,False,False,True,0.1445205479452054
C2405,0,1,2024-07-04T22:32:36.182Z,False,False,False,False,False,True,0.7465753424657535
C2406,0,1,2024-07-04T22:32:36.184Z,True,False,False,False,False,False,0.4123287671232876
C2407,1,1,2024-07-04T22:32:36.185Z,True,False,False,False,False,False,0.9102739726027398
C2408,1,0,2024-07-04T22:32:36.187Z,False,False,False,False,False,True,0.689041095890411
C2409,0,1,2024-07-04T22:32:36.188Z,False,True,False,False,False,False,0.16506849315068495
C2410,0,1,2024-07-04T22:32:36.190Z,False,True,False,False,False,False,0.3554794520547946
C2411,0,0,2024-07-04T22:32:36.191Z,False,False,False,False,False,True,0.46438356164383565
C2412,0,1,2024-07-04T22:32:36.193Z,False,False,False,False,True,False,0.7102739726027398
C2413,0,1,2024-07-04T22:32:36.194Z,False,False,False,False,False,True,0.9698630136986304
C2414,0,1,2024-07-04T22:32:36.196Z,True,False,False,False,False,False,0.4945205479452055
C2415,0,1,2024-07-04T22:32:36.197Z,False,False,False,False,False,True,0.18698630136986294
C2416,0,1,2024-07-04T22:32:36.198Z,True,False,False,False,False,False,0.38972602739726026
C2417,1,1,2024-07-04T22:32:36.200Z,False,False,False,False,False,True,0.07602739726027408
C2418,1,0,2024-07-04T22:32:36.201Z,True,False,False,False,False,False,0.11095890410958908
C2419,0,1,2024-07-04T22:32:36.202Z,False,False,True,False,False,False,0.15821917808219177
C2420,1,1,2024-07-04T22:32:36.203Z,False,True,False,False,False,False,0.28767123287671237
C2421,0,1,2024-07-04T22:32:36.205Z,False,False,False,False,True,False,0.9835616438356163
C2422,1,0,2024-07-04T22:32:36.206Z,True,False,False,False,False,False,0.5458904109589042
C2423,0,0,2024-07-04T22:32:36.208Z,False,False,False,False,False,True,0.6499999999999999
C2424,1,0,2024-07-04T22:32:36.209Z,False,False,False,True,False,False,0.226027397260274
C2425,0,1,2024-07-04T22:32:36.210Z,True,False,False,False,False,False,0.19041095890410964
C2426,1,0,2024-07-04T22:32:36.212Z,False,False,True,False,False,False,0.5979452054794521
C2427,1,0,2024-07-04T22:32:36.213Z,False,False,False,False,False,True,0.1863013698630136
C2428,1,0,2024-07-04T22:32:36.215Z,False,True,False,False,False,False,0.7253424657534246
C2429,1,1,2024-07-04T22:32:36.216Z,False,True,False,False,False,False,0.4746575342465753
C2430,0,0,2024-07-04T22:32:36.217Z,False,False,False,False,False,True,0.7945205479452055
C2431,1,1,2024-07-04T22:32:36.219Z,False,True,False,False,False,False,0.6315068493150684
C2432,0,0,2024-07-04T22:32:36.220Z,False,False,False,False,False,True,0.7671232876712328
C2433,1,1,2024-07-04T22:32:36.222Z,False,False,False,False,False,True,0.016438356164383494
C2434,0,1,2024-07-04T22:32:36.223Z,False,False,False,False,True,False,0.6746575342465753
C2435,1,1,2024-07-04T22:32:36.224Z,False,False,True,False,False,False,0.40547945205479463
C2436,1,1,2024-07-04T22:32:36.225Z,False,True,False,False,False,False,0.1657534246575343
C2437,1,1,2024-07-04T22:32:36.227Z,False,False,True,False,False,False,0.8876712328767122
C2438,1,1,2024-07-04T22:32:36.228Z,False,False,False,True,False,False,0.07739726027397253
C2439,1,0,2024-07-04T22:32:36.230Z,False,False,True,False,False,False,0.454109589041096
C2440,1,0,2024-07-04T22:32:36.231Z,False,False,False,False,True,False,0.8671232876712329
C2441,0,1,2024-07-04T22:32:36.232Z,False,False,False,False,False,True,0.46232876712328763
C2442,1,1,2024-07-04T22:32:36.234Z,False,False,False,True,False,False,0.27328767123287667
C2443,1,0,2024-07-04T22:32:36.236Z,False,False,False,False,False,False,0.08424657534246571
C2444,0,0,2024-07-04T22:32:36.237Z,False,True,False,False,False,False,0.9054794520547946
C2445,0,1,2024-07-04T22:32:36.238Z,True,False,False,False,False,False,0.14657534246575343
C2446,1,0,2024-07-04T22:32:36.240Z,False,True,False,False,False,False,0.09452054794520559
C2447,1,0,2024-07-04T22:32:36.241Z,True,False,False,False,False,False,0.6554794520547946
C2448,1,0,2024-07-04T22:32:36.243Z,False,False,True,False,False,False,0.55
C2449,1,1,2024-07-04T22:32:36.244Z,False,False,True,False,False,False,0.7863013698630137
C2450,0,0,2024-07-04T22:32:36.245Z,False,True,False,False,False,False,0.40068493150684925
C2451,0,1,2024-07-04T22:32:36.247Z,True,False,False,False,False,False,0.46780821917808213
C2452,0,1,2024-07-04T22:32:36.248Z,True,False,False,False,False,False,0.5013698630136987
C2453,1,1,2024-07-04T22:32:36.250Z,True,False,False,False,False,False,0.13630136986301378
C2454,1,1,2024-07-04T22:32:36.251Z,False,False,False,False,False,True,0.908219178082192
C2455,0,0,2024-07-04T22:32:36.252Z,False,True,False,False,False,False,0.30410958904109586
C2456,0,0,2024-07-04T22:32:36.254Z,False,False,False,False,False,True,0.8924657534246574
C2457,0,0,2024-07-04T22:32:36.255Z,True,False,False,False,False,False,0.6856164383561645
C2458,0,0,2024-07-04T22:32:36.257Z,False,False,False,False,True,False,0.22876712328767135
C2459,1,0,2024-07-04T22:32:36.258Z,False,False,True,False,False,False,0.31301369863013706
C2460,1,1,2024-07-04T22:32:36.260Z,False,False,False,False,False,True,0.06849315068493156
C2461,1,1,2024-07-04T22:32:36.261Z,False,False,True,False,False,False,0.6273972602739726
C2462,1,1,2024-07-04T22:32:36.263Z,False,False,False,False,False,True,0.6493150684931508
C2463,0,1,2024-07-04T22:32:36.264Z,False,False,False,False,False,True,0.9547945205479453
C2464,1,0,2024-07-04T22:32:36.265Z,True,False,False,False,False,False,0.36986301369863006
C2465,0,0,2024-07-04T22:32:36.267Z,True,False,False,False,False,False,0.5383561643835617
C2466,1,1,2024-07-04T22:32:36.268Z,True,False,False,False,False,False,0.5404109589041095
C2467,0,1,2024-07-04T22:32:36.269Z,True,False,False,False,False,False,0.1589041095890411
C2468,1,1,2024-07-04T22:32:36.271Z,False,False,False,False,True,False,0.0657534246575342
C2469,0,1,2024-07-04T22:32:36.273Z,False,False,False,False,True,False,0.5068493150684932
C2470,1,0,2024-07-04T22:32:36.274Z,False,False,False,False,False,True,0.9047945205479451
C2471,0,0,2024-07-04T22:32:36.275Z,False,True,False,False,False,False,0.8739726027397259
C2472,0,0,2024-07-04T22:32:36.277Z,False,True,False,False,False,False,0.4575342465753425
C2473,0,1,2024-07-04T22:32:36.278Z,False,False,True,False,False,False,0.534931506849315
C2474,0,0,2024-07-04T22:32:36.279Z,False,False,False,False,True,False,0.43013698630137
C2475,1,1,2024-07-04T22:32:36.281Z,True,False,False,False,False,False,0.3917808219178083
C2476,0,0,2024-07-04T22:32:36.282Z,False,False,False,False,False,True,0.9575342465753427
C2477,0,0,2024-07-04T22:32:36.284Z,False,False,False,True,False,False,0.8171232876712329
C2478,1,1,2024-07-04T22:32:36.285Z,False,False,True,False,False,False,0.22397260273972597
C2479,0,0,2024-07-04T22:32:36.286Z,False,False,False,False,False,True,0.44041095890410964
C2480,1,0,2024-07-04T22:32:36.287Z,False,True,False,False,False,False,0.03013698630136985
C2481,0,1,2024-07-04T22:32:36.289Z,False,False,False,False,False,True,0.08493150684931505
C2482,1,0,2024-07-04T22:32:36.290Z,False,False,False,False,True,False,0.6424657534246576
C2483,1,0,2024-07-04T22:32:36.292Z,False,False,False,False,True,False,0.7465753424657535
C2484,1,0,2024-07-04T22:32:36.294Z,False,False,False,False,True,False,0.24863013698630132
C2485,0,1,2024-07-04T22:32:36.295Z,True,False,False,False,False,False,0.38767123287671224
C2486,0,1,2024-07-04T22:32:36.296Z,True,False,False,False,False,False,0.7034246575342467
C2487,1,1,2024-07-04T22:32:36.298Z,False,False,False,False,False,True,0.3815068493150684
C2488,0,1,2024-07-04T22:32:36.299Z,False,False,False,False,False,True,0.6260273972602739
C2489,1,0,2024-07-04T22:32:36.301Z,False,False,False,False,False,True,0.6178082191780823
C2490,1,1,2024-07-04T22:32:36.302Z,False,False,False,False,False,True,0.582876712328767
C2491,0,1,2024-07-04T22:32:36.303Z,False,False,False,False,False,True,0.9239726027397261
C2492,1,0,2024-07-04T22:32:36.304Z,False,False,True,False,False,False,0.8863013698630136
C2493,0,0,2024-07-04T22:32:36.306Z,False,False,False,False,True,False,0.8691780821917809
C2494,1,1,2024-07-04T22:32:36.307Z,False,False,False,True,False,False,0.6301369863013699
C2495,1,1,2024-07-04T22:32:36.308Z,False,False,False,True,False,False,0.5671232876712329
C2496,0,0,2024-07-04T22:32:36.309Z,False,True,False,False,False,False,0.723972602739726
C2497,0,1,2024-07-04T22:32:36.311Z,False,False,False,False,True,False,0.2335616438356165
C2498,1,0,2024-07-04T22:32:36.312Z,False,False,False,False,True,False,0.23219178082191783
C2499,0,1,2024-07-04T22:32:36.313Z,True,False,False,False,False,False,0.963013698630137
C2500,1,0,2024-07-04T22:32:36.314Z,False,False,True,False,False,False,0.4143835616438356
C2501,0,1,2024-07-04T22:32:36.316Z,False,False,False,True,False,False,0.004794520547945158
C2502,0,1,2024-07-04T22:32:36.317Z,False,False,False,True,False,False,0.3116438356164384
C2503,0,1,2024-07-04T22:32:36.319Z,False,False,False,True,False,False,0.012328767123287676
C2504,1,1,2024-07-04T22:32:36.320Z,False,False,False,True,False,False,0.8705479452054794
C2505,0,1,2024-07-04T22:32:36.322Z,False,False,False,False,False,True,0.14109589041095894
C2506,0,1,2024-07-04T22:32:36.323Z,False,False,False,False,False,True,0.31986301369863024
C2507,1,1,2024-07-04T22:32:36.324Z,True,False,False,False,False,False,0.7815068493150685
C2508,1,1,2024-07-04T22:32:36.326Z,True,False,False,False,False,False,0.3616438356164384
C2509,1,0,2024-07-04T22:32:36.327Z,True,False,False,False,False,False,0.5123287671232877
C2510,0,1,2024-07-04T22:32:36.329Z,False,False,False,False,False,True,0.21301369863013697
C2511,1,0,2024-07-04T22:32:36.330Z,True,False,False,False,False,False,0.017123287671232834
C2512,1,0,2024-07-04T22:32:36.332Z,False,True,False,False,False,False,0.31849315068493156
C2513,0,1,2024-07-04T22:32:36.333Z,False,False,False,False,True,False,0.5458904109589042
C2514,1,1,2024-07-04T22:32:36.335Z,False,False,False,False,False,True,0.5376712328767124
C2515,0,1,2024-07-04T22:32:36.336Z,False,False,False,False,True,False,0.6486301369863015
C2516,1,0,2024-07-04T22:32:36.338Z,True,False,False,False,False,False,0.3226027397260274
C2517,0,1,2024-07-04T22:32:36.339Z,False,True,False,False,False,False,0.510958904109589
C2518,1,1,2024-07-04T22:32:36.340Z,False,False,False,False,False,True,0.40616438356164375
C2519,0,1,2024-07-04T22:32:36.341Z,True,False,False,False,False,False,0.560958904109589
C2520,1,1,2024-07-04T22:32:36.343Z,False,True,False,False,False,False,0.6205479452054794
C2521,0,1,2024-07-04T22:32:36.344Z,False,False,False,True,False,False,0.3541095890410959
C2522,0,0,2024-07-04T22:32:36.345Z,False,False,False,False,True,False,0.44452054794520546
C2523,1,1,2024-07-04T22:32:36.347Z,True,False,False,False,False,False,0.7636986301369864
C2524,1,0,2024-07-04T22:32:36.348Z,False,False,False,True,False,False,0.5157534246575342
C2525,1,0,2024-07-04T22:32:36.350Z,False,False,True,False,False,False,0.5952054794520547
C2526,0,0,2024-07-04T22:32:36.351Z,False,False,False,False,False,True,0.9773972602739724
C2527,0,0,2024-07-04T22:32:36.352Z,False,False,True,False,False,False,0.31506849315068486
C2528,0,0,2024-07-04T22:32:36.354Z,False,False,False,True,False,False,0.18287671232876712
C2529,0,1,2024-07-04T22:32:36.355Z,False,False,False,False,False,True,0.8465753424657534
C2530,1,0,2024-07-04T22:32:36.357Z,True,False,False,False,False,False,0.6705479452054794
C2531,0,1,2024-07-04T22:32:36.359Z,False,False,False,False,False,True,0.3500000000000001
C2532,0,0,2024-07-04T22:32:36.360Z,False,False,False,False,False,True,0.8856164383561644
C2533,0,0,2024-07-04T22:32:36.362Z,False,False,False,False,False,True,0.17123287671232879
C2534,0,0,2024-07-04T22:32:36.363Z,False,False,True,False,False,False,0.11164383561643842
C2535,1,0,2024-07-04T22:32:36.364Z,True,False,False,False,False,False,0.15958904109589045
C2536,1,0,2024-07-04T22:32:36.366Z,False,True,False,False,False,False,0.4363013698630136
C2537,1,1,2024-07-04T22:32:36.367Z,False,False,False,False,True,False,0.6958904109589041
C2538,1,1,2024-07-04T22:32:36.368Z,True,False,False,False,False,False,0.5410958904109588
C2539,0,1,2024-07-04T22:32:36.369Z,False,False,False,False,False,True,0.513013698630137
C2540,1,1,2024-07-04T22:32:36.371Z,False,True,False,False,False,False,0.4931506849315068
C2541,0,1,2024-07-04T22:32:36.372Z,False,False,False,True,False,False,0.5068493150684932
C2542,1,0,2024-07-04T22:32:36.373Z,False,False,False,False,True,False,0.6767123287671233
C2543,0,1,2024-07-04T22:32:36.375Z,True,False,False,False,False,False,0.9054794520547946
C2544,0,0,2024-07-04T22:32:36.376Z,False,False,False,False,False,True,0.07876712328767121
C2545,1,0,2024-07-04T22:32:36.378Z,False,False,False,False,True,False,0.11164383561643842
C2546,0,0,2024-07-04T22:32:36.379Z,False,False,False,True,False,False,0.7773972602739727
C2547,1,1,2024-07-04T22:32:36.381Z,False,False,False,False,False,True,0.7116438356164383
C2548,0,1,2024-07-04T22:32:36.382Z,False,True,False,False,False,False,0.5095890410958903
C2549,1,1,2024-07-04T22:32:36.384Z,False,False,False,True,False,False,0.6438356164383561
C2550,1,1,2024-07-04T22:32:36.385Z,False,False,False,False,False,True,0.8589041095890411
C2551,0,0,2024-07-04T22:32:36.386Z,False,False,False,False,True,False,0.9109589041095889
C2552,0,0,2024-07-04T22:32:36.388Z,False,False,True,False,False,False,0.3993150684931508
C2553,1,0,2024-07-04T22:32:36.389Z,False,True,False,False,False,False,0.3226027397260274
C2554,0,0,2024-07-04T22:32:36.391Z,False,False,False,False,False,True,0.9445205479452055
C2555,1,1,2024-07-04T22:32:36.393Z,False,False,False,False,False,True,0.21232876712328763
C2556,0,1,2024-07-04T22:32:36.394Z,False,False,False,False,False,True,0.8438356164383563
C2557,1,0,2024-07-04T22:32:36.395Z,True,False,False,False,False,False,0.5938356164383563
C2558,0,0,2024-07-04T22:32:36.397Z,True,False,False,False,False,False,0.4931506849315068
C2559,0,0,2024-07-04T22:32:36.398Z,False,False,False,True,False,False,0.760958904109589
C2560,1,1,2024-07-04T22:32:36.399Z,False,False,False,False,False,True,0.06643835616438354
C2561,0,0,2024-07-04T22:32:36.401Z,False,False,False,False,True,False,0.7917808219178082
C2562,0,1,2024-07-04T22:32:36.402Z,False,False,False,False,False,True,0.22739726027397267
C2563,0,1,2024-07-04T22:32:36.404Z,False,False,False,False,True,False,0.486986301369863
C2564,0,0,2024-07-04T22:32:36.405Z,False,False,False,True,False,False,0.07945205479452055
C2565,0,1,2024-07-04T22:32:36.406Z,False,False,False,False,False,True,0.6184931506849316
C2566,0,1,2024-07-04T22:32:36.408Z,False,False,False,True,False,False,0.42260273972602747
C2567,0,1,2024-07-04T22:32:36.409Z,False,False,False,False,True,False,0.051369863013698724
C2568,0,1,2024-07-04T22:32:36.410Z,False,True,False,False,False,False,0.47534246575342465
C2569,1,0,2024-07-04T22:32:36.411Z,False,False,False,False,False,True,0.13767123287671224
C2570,1,1,2024-07-04T22:32:36.413Z,False,False,True,False,False,False,0.07397260273972606
C2571,1,1,2024-07-04T22:32:36.414Z,False,False,True,False,False,False,0.34383561643835625
C2572,0,0,2024-07-04T22:32:36.416Z,True,False,False,False,False,False,0.5554794520547945
C2573,1,1,2024-07-04T22:32:36.417Z,True,False,False,False,False,False,0.4273972602739726
C2574,0,1,2024-07-04T22:32:36.419Z,True,False,False,False,False,False,0.8541095890410959
C2575,0,1,2024-07-04T22:32:36.420Z,False,False,False,True,False,False,0.1678082191780823
C2576,1,0,2024-07-04T22:32:36.421Z,False,False,True,False,False,False,0.9657534246575343
C2577,0,1,2024-07-04T22:32:36.422Z,True,False,False,False,False,False,0.23972602739726034
C2578,0,0,2024-07-04T22:32:36.424Z,False,False,False,False,True,False,0.2972602739726027
C2579,1,0,2024-07-04T22:32:36.425Z,False,False,False,False,False,True,0.43013698630137
C2580,0,0,2024-07-04T22:32:36.427Z,False,False,False,False,True,False,0.014383561643835696
C2581,1,0,2024-07-04T22:32:36.429Z,False,False,False,False,True,False,0.2589041095890412
C2582,1,0,2024-07-04T22:32:36.430Z,False,False,False,False,True,False,0.9493150684931506
C2583,1,0,2024-07-04T22:32:36.431Z,False,False,False,True,False,False,0.7787671232876712
C2584,0,1,2024-07-04T22:32:36.433Z,False,False,False,False,True,False,0.2595890410958903
C2585,0,0,2024-07-04T22:32:36.434Z,False,False,False,False,False,True,0.5856164383561644
C2586,0,1,2024-07-04T22:32:36.436Z,False,False,False,False,False,True,0.42260273972602747
C2587,1,1,2024-07-04T22:32:36.437Z,False,False,False,True,False,False,0.3883561643835616
C2588,1,0,2024-07-04T22:32:36.438Z,True,False,False,False,False,False,0.956164383561644
C2589,0,1,2024-07-04T22:32:36.440Z,False,False,True,False,False,False,0.41164383561643847
C2590,0,0,2024-07-04T22:32:36.441Z,False,True,False,False,False,False,0.24041095890410968
C2591,0,1,2024-07-04T22:32:36.443Z,False,True,False,False,False,False,0.8801369863013697
C2592,1,1,2024-07-04T22:32:36.445Z,False,True,False,False,False,False,0.3726027397260274
C2593,0,0,2024-07-04T22:32:36.446Z,False,False,False,False,False,False,0.7308219178082191
C2594,0,0,2024-07-04T22:32:36.447Z,False,False,False,False,False,True,0.40753424657534243
C2595,0,0,2024-07-04T22:32:36.449Z,False,False,False,False,False,True,0.6034246575342466
C2596,0,1,2024-07-04T22:32:36.450Z,True,False,False,False,False,False,0.6547945205479453
C2597,0,1,2024-07-04T22:32:36.452Z,True,False,False,False,False,False,0.8143835616438357
C2598,1,1,2024-07-04T22:32:36.453Z,False,True,False,False,False,False,0.4876712328767123
C2599,1,0,2024-07-04T22:32:36.454Z,False,False,False,True,False,False,0.9404109589041094
C2600,0,1,2024-07-04T22:32:36.456Z,False,False,False,False,False,True,0.5472602739726027
C2601,1,1,2024-07-04T22:32:36.457Z,False,False,False,False,True,False,0.027397260273972712
C2602,0,1,2024-07-04T22:32:36.459Z,False,False,False,True,False,False,0.45684931506849313
C2603,0,0,2024-07-04T22:32:36.460Z,True,False,False,False,False,False,0.3376712328767124
C2604,0,1,2024-07-04T22:32:36.461Z,True,False,False,False,False,False,0.6041095890410959
C2605,0,0,2024-07-04T22:32:36.462Z,False,False,True,False,False,False,0.7013698630136986
C2606,1,1,2024-07-04T22:32:36.464Z,False,False,False,False,False,True,0.26506849315068504
C2607,0,0,2024-07-04T22:32:36.466Z,False,False,False,False,False,True,0.9554794520547945
C2608,1,0,2024-07-04T22:32:36.467Z,False,False,False,False,True,False,0.2938356164383562
C2609,0,1,2024-07-04T22:32:36.468Z,False,False,False,False,False,True,0.9226027397260275
C2610,1,0,2024-07-04T22:32:36.470Z,False,True,False,False,False,False,0.510958904109589
C2611,0,1,2024-07-04T22:32:36.471Z,False,False,False,False,False,True,0.8561643835616439
C2612,0,1,2024-07-04T22:32:36.472Z,False,False,False,False,True,False,0.19315068493150678
C2613,0,1,2024-07-04T22:32:36.474Z,False,False,False,False,False,True,0.1458904109589041
C2614,0,1,2024-07-04T22:32:36.475Z,False,False,False,True,False,False,0.5746575342465754
C2615,1,1,2024-07-04T22:32:36.476Z,False,False,False,False,False,True,0.6952054794520548
C2616,0,1,2024-07-04T22:32:36.478Z,False,False,False,False,False,True,0.46301369863013697
C2617,1,0,2024-07-04T22:32:36.480Z,True,False,False,False,False,False,0.9328767123287673
C2618,1,1,2024-07-04T22:32:36.482Z,True,False,False,False,False,False,0.8054794520547945
C2619,1,0,2024-07-04T22:32:36.483Z,False,False,False,False,True,False,0.6164383561643836
C2620,0,1,2024-07-04T22:32:36.485Z,False,False,True,False,False,False,0.2623287671232877
C2621,1,1,2024-07-04T22:32:36.486Z,False,False,False,False,False,True,0.3246575342465754
C2622,1,0,2024-07-04T22:32:36.488Z,True,False,False,False,False,False,0.7116438356164383
C2623,1,1,2024-07-04T22:32:36.489Z,False,False,False,False,False,True,0.3650684931506849
C2624,1,0,2024-07-04T22:32:36.490Z,False,False,False,False,True,False,0.23150684931506849
C2625,1,0,2024-07-04T22:32:36.491Z,True,False,False,False,False,False,0.7945205479452055
C2626,0,0,2024-07-04T22:32:36.493Z,False,False,False,True,False,False,0.47123287671232883
C2627,0,0,2024-07-04T22:32:36.494Z,True,False,False,False,False,False,0.6047945205479452
C2628,1,1,2024-07-04T22:32:36.495Z,False,False,False,False,True,False,0.4253424657534246
C2629,0,1,2024-07-04T22:32:36.497Z,False,True,False,False,False,False,0.7924657534246575
C2630,0,0,2024-07-04T22:32:36.498Z,True,False,False,False,False,False,0.16164383561643847
C2631,1,1,2024-07-04T22:32:36.499Z,False,False,False,False,False,True,0.2664383561643835
C2632,1,1,2024-07-04T22:32:36.501Z,False,False,False,False,True,False,0.2993150684931507
C2633,0,0,2024-07-04T22:32:36.502Z,False,True,False,False,False,False,0.17808219178082196
C2634,1,1,2024-07-04T22:32:36.504Z,False,True,False,False,False,False,0.23150684931506849
C2635,0,0,2024-07-04T22:32:36.505Z,False,False,False,False,False,True,0.4931506849315068
C2636,1,1,2024-07-04T22:32:36.507Z,False,False,False,True,False,False,0.715068493150685
C2637,1,0,2024-07-04T22:32:36.508Z,False,False,False,False,False,True,0.33835616438356175
C2638,1,0,2024-07-04T22:32:36.510Z,True,False,False,False,False,False,0.4013698630136986
C2639,0,0,2024-07-04T22:32:36.511Z,False,False,False,True,False,False,0.5226027397260273
C2640,1,1,2024-07-04T22:32:36.513Z,False,False,False,False,False,True,0.4417808219178083
