product_id,event_time,category_baby_food_formula,category_baking_ingredients,category_candy_chocolate,category_chips_pretzels,category_cleaning_products,category_coffee,category_cookies_cakes,category_crackers,category_energy_granola_bars,category_frozen_meals,category_hair_care,category_ice_cream_ice,category_juice_nectars,category_packaged_cheese,category_refrigerated,category_soup_broth_bouillon,category_spices_seasonings,category_tea,category_vitamins_supplements,category_yogurt
P3069,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
P3070,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P3071,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
P3072,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
P3073,2024-07-04T22:34:32.412Z,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3074,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3075,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P3076,2024-07-04T22:34:32.412Z,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3077,2024-07-04T22:34:32.412Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3078,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
P3079,2024-07-04T22:34:32.412Z,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3080,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3081,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
P3082,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3083,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
P3084,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
P3085,2024-07-04T22:34:32.412Z,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3086,2024-07-04T22:34:32.412Z,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3087,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3088,2024-07-04T22:34:32.412Z,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3089,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3090,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
P3091,2024-07-04T22:34:32.412Z,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3092,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3093,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3094,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
P3095,2024-07-04T22:34:32.412Z,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3096,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
P3097,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P3098,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3099,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
P3100,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
P3101,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P3102,2024-07-04T22:34:32.412Z,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3103,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
P3104,2024-07-04T22:34:32.412Z,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3105,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P3106,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
P3107,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3108,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P3109,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
P3110,2024-07-04T22:34:32.412Z,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3111,2024-07-04T22:34:32.412Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3112,2024-07-04T22:34:32.412Z,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3113,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P3114,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
P3115,2024-07-04T22:34:32.412Z,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3116,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3117,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3118,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
P3119,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3120,2024-07-04T22:34:32.412Z,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3121,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3122,2024-07-04T22:34:32.412Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3123,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P3124,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P3125,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3126,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P3127,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
P3128,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
P3129,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
P3130,2024-07-04T22:34:32.412Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3131,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3132,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
P3133,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
P3134,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3135,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3136,2024-07-04T22:34:32.412Z,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3137,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3138,2024-07-04T22:34:32.412Z,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3139,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3140,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P3141,2024-07-04T22:34:32.412Z,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3142,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
P3143,2024-07-04T22:34:32.412Z,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3144,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3145,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3146,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P3147,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3148,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
P3149,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
P3150,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
P3151,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3152,2024-07-04T22:34:32.412Z,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3153,2024-07-04T22:34:32.412Z,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
P3154,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P3155,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3156,2024-07-04T22:34:32.413Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3157,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
P3158,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
P3159,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3160,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3161,2024-07-04T22:34:32.413Z,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3162,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3163,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3164,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3165,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3166,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P3167,2024-07-04T22:34:32.413Z,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3168,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3169,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3170,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3171,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
P3172,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P3173,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
P3174,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
P3175,2024-07-04T22:34:32.413Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3176,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3177,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3178,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
P3179,2024-07-04T22:34:32.413Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3180,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P3181,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3182,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3183,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3184,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
P3185,2024-07-04T22:34:32.413Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3186,2024-07-04T22:34:32.413Z,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3187,2024-07-04T22:34:32.413Z,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3188,2024-07-04T22:34:32.413Z,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3189,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3190,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3191,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
P3192,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
P3193,2024-07-04T22:34:32.413Z,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3194,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
P3195,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3196,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3197,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3198,2024-07-04T22:34:32.413Z,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3199,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3200,2024-07-04T22:34:32.413Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3201,2024-07-04T22:34:32.413Z,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3202,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3203,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3204,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3205,2024-07-04T22:34:32.413Z,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3206,2024-07-04T22:34:32.413Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3207,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3208,2024-07-04T22:34:32.413Z,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3209,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3210,2024-07-04T22:34:32.413Z,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3211,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P3212,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
P3213,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3214,2024-07-04T22:34:32.413Z,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3215,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P3216,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3217,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
P3218,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
P3219,2024-07-04T22:34:32.413Z,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3220,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3221,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P3222,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P3223,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
P3224,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3225,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3226,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
P3227,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3228,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3229,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
P3230,2024-07-04T22:34:32.413Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3231,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
P3232,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3233,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P3234,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3235,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3236,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3237,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
P3238,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
P3239,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3240,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
P3241,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
P3242,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3243,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3244,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3245,2024-07-04T22:34:32.413Z,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3246,2024-07-04T22:34:32.413Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3247,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
P3248,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3249,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3250,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3251,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3252,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3253,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3254,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
P3255,2024-07-04T22:34:32.413Z,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3256,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3257,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
P3258,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3259,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
P3260,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
P3261,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
P3262,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
P3263,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3264,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3265,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3266,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3267,2024-07-04T22:34:32.413Z,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3268,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3269,2024-07-04T22:34:32.413Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3270,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
P3271,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
P3272,2024-07-04T22:34:32.413Z,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3273,2024-07-04T22:34:32.413Z,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3274,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
P3275,2024-07-04T22:34:32.413Z,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3276,2024-07-04T22:34:32.413Z,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3277,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
P3278,2024-07-04T22:34:32.413Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3279,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P3280,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
P3281,2024-07-04T22:34:32.413Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3282,2024-07-04T22:34:32.413Z,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3283,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
P3284,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
P3285,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3286,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
P3287,2024-07-04T22:34:32.413Z,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3288,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
P3289,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
P3290,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
P3291,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
P3292,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
P3293,2024-07-04T22:34:32.413Z,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P3294,2024-07-04T22:34:32.413Z,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
